wallet_id,tx_hash,timestamp,function,token,amount
0x06b51c6882b27cb05e712185531c1f74996dd988,0x25b33b7a990646ab6c0f22d2c4e91fe563bbd9b02e361de589e7c1971e69e840,2020-10-16T00:16:57Z,Mint,,
0x0795732aacc448030ef374374eaae57d2965c16c,0x22d03ef2de5abcb5dd724279e59b050c995d6b6308ff31caccb0dfffdb6641e0,2020-11-25T13:13:37Z,Mint,,
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0xe74e61815250aae8a2cab45a4ab4a98bcda6a3832591a0bac1ebc6b88967371a,2020-12-12T06:15:09Z,Mint,,
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0xbe53512ce3ee86d9ce1e6ccd34ae29befd4a3ebd56a810996d4bf490096cfa29,2020-09-23T22:40:14Z,Mint,,
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0x13cd6337b7ddf0dd043031d45227392deb948e88d302e8f3ebd33935a795d94b,2019-07-28T05:17:20Z,Mint,,5752001003419337
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,0x13cd6337b7ddf0dd043031d45227392deb948e88d302e8f3ebd33935a795d94b,2019-07-28T05:17:20Z,Mint,,60000000000000000
0x0fe383e5abc200055a7f391f94a5f5d1f844b9ae,0x936f794a8eed05ee88765e3ddabb666473210fb189867f647fbb0a38e7e986a6,2020-10-21T13:02:48Z,Mint,,
0x104ae61d8d487ad689969a17807ddc338b445416,0x44347e686635e8ae9efa4b2ba9703144ca6fd40921c7fa1446a0cdd7cca93a89,2020-12-16T05:19:37Z,Mint,,
0x111c7208a7e2af345d36b6d4aace8740d61a3078,0x654be57c6882ccff265a146e897dfe6fde850baa1ca29a9a5314874fb3aed36b,2020-11-05T19:38:35Z,Mint,,
0x124853fecb522c57d9bd5c21231058696ca6d596,0x414296d05d8725ea110f5c1808ddaf906618f9515e843128ccc232462b1b68ad,2020-11-08T05:26:05Z,Redeem,,
0x124853fecb522c57d9bd5c21231058696ca6d596,0x2b7ee51ffc617958dc0c13aa5622999cc5a030dd14bd09f60bbd9442bdbac869,2020-11-08T05:26:04Z,Mint,,
0x124853fecb522c57d9bd5c21231058696ca6d596,0xa90ebd659a734068cb11df27e1f90e8549c8b746b963d9f248fbe62a85b37373,2020-11-08T05:01:17Z,Mint,,
0x13b1c8b0e696aff8b4fee742119b549b605f3cbc,0x398f8aa6cd81d63253e45a142a23bfa4d3c071ad58ff40d1cf50698078ea4739,2020-12-14T07:25:50Z,Mint,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0x25dd9f09be448680bd8d9a1dbe9491dd802178100beb70177fd58f58df0130ae,2021-06-10T14:21:49Z,Redeem,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0x5eba4dd05583e917dac105e944642c8f51e09a76a54b130ec08c131870c11a91,2021-06-10T14:20:15Z,DistributedBorrowerComp,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0x5eba4dd05583e917dac105e944642c8f51e09a76a54b130ec08c131870c11a91,2021-06-10T14:20:15Z,RepayBorrow,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0x8a8b531f2f646cbf4c8a4a3e0b4f63fcf25214a634eeebaf200ea6cf3d3a8389,2021-06-10T14:16:53Z,Redeem,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0xd2b668a8aed84355c01baa8d45db5b06636af55d77815964461498d12b593a4d,2021-06-10T14:14:53Z,DistributedBorrowerComp,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0xd2b668a8aed84355c01baa8d45db5b06636af55d77815964461498d12b593a4d,2021-06-10T14:14:53Z,RepayBorrow,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0x290ba91e38c95359feafd61f15ccaed96c84cdbd182291fc85c8005fce23ebc6,2021-06-10T14:10:30Z,Redeem,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0x62e20a387ada0b67e2d1c66948bdfeee2c6c7c08e6d74dee2cf80f1b2c1972ca,2021-06-09T12:24:41Z,Mint,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0xb4ab6a22a49c8181919f930fa7101ee0634c319251f0ca6dc0d61ee6bbbb197b,2021-06-09T12:22:15Z,DistributedBorrowerComp,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0xb4ab6a22a49c8181919f930fa7101ee0634c319251f0ca6dc0d61ee6bbbb197b,2021-06-09T12:22:15Z,Borrow,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0xb41069ef6c223bafb2b34444f0e94603489346e8071f11fe06e558951b603fdc,2021-06-09T12:09:28Z,Mint,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0x02a8ddfb2892a17d929fbac3e3835e1e8eb7902a0cbb0f24b8774244265eba19,2021-06-09T12:09:28Z,Mint,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0x8e579a2f81ca0b0f8ba5bd9cc51e9bd899df2de7c02a6ca5e687c90bb88be5a9,2021-06-09T11:44:19Z,DistributedBorrowerComp,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0x8e579a2f81ca0b0f8ba5bd9cc51e9bd899df2de7c02a6ca5e687c90bb88be5a9,2021-06-09T11:44:19Z,Borrow,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0x8cfaa5041142b11eca9ee216fb17b8ad506240692a62e86959e1c29894974514,2021-06-09T07:54:44Z,Mint,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0x40114bc244f58c887505230f90712df750287151d93ca13184cac14147eb4949,2021-05-05T22:15:22Z,Redeem,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0x32236034d4867f6a1cbec0be11800a5524305d7f86f67b65bb6376ff37fc13b7,2021-05-05T22:05:38Z,Mint,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0x31c6f1e73a4e3b7df2874dd0afe1840b0d41e5a2919137ad19b74e1281f4e232,2021-05-05T22:03:05Z,Redeem,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0xed5dd8c075d66b3dff49adc0b60fee4d54cc588b3bad6e52756c1bbd79485912,2021-05-05T22:00:05Z,DistributedBorrowerComp,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0xed5dd8c075d66b3dff49adc0b60fee4d54cc588b3bad6e52756c1bbd79485912,2021-05-05T22:00:05Z,RepayBorrow,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0xc144ed1c88349ea6730fe1e6bacfb97741bd389e39b58ef477d86bfee4a3debb,2021-05-05T21:56:49Z,Redeem,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0x978e38233448c10c1f79f349348c4fda1d0b59e55c33157f494749c7709dd507,2021-05-05T21:55:43Z,DistributedBorrowerComp,,
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,0x978e38233448c10c1f79f349348c4fda1d0b59e55c33157f494749c7709dd507,2021-05-05T21:55:43Z,RepayBorrow,,
0x1724e16cb8d0e2aa4d08035bc6b5c56b680a3b22,0x9d877037f025a90dd83c73e9258309806a70cef0564afcd9078065d8655c3632,2021-06-27T16:56:36Z,Mint,,
0x19df3e87f73c4aaf4809295561465b993e102668,0x8b25f39969785a8ccc313cfb7115feba3c8b08cf2fb5a505f3c2e8ab21c40e78,2020-10-15T02:22:54Z,Mint,,
0x19df3e87f73c4aaf4809295561465b993e102668,0xbbfe018545fedb0c4843d5dc7a29916e58d05614eb14d2262f388ff9889ba583,2019-08-02T17:34:26Z,Mint,,5751995023922424
0x19df3e87f73c4aaf4809295561465b993e102668,0xbbfe018545fedb0c4843d5dc7a29916e58d05614eb14d2262f388ff9889ba583,2019-08-02T17:34:26Z,Mint,,60000000000000000
0x1ab2ccad4fc97c9968ea87d4435326715be32872,0x0093fcd904c7e0ba382945264f5188cfcf58ee1ac6e39e782803c05939743263,2020-11-14T16:25:38Z,Mint,,
0x1e43dacdcf863676a6bec8f7d6896d6252fac669,0x68623e77587f3c68cb2ab5fe6f0126afbf22c2ef027d35a80d2e9f80bdd54b1f,2020-12-12T23:06:43Z,Mint,,
0x22d7510588d90ed5a87e0f838391aaafa707c34b,0x22ae1ddecfed22fd5a1f0ebd741290d291b0159de16df967d9eac47f090b2f7b,2020-07-13T20:03:00Z,Redeem,,
0x22d7510588d90ed5a87e0f838391aaafa707c34b,0x621667eec05b95e9830bb1d70953c02ec72d0537e2c0f93d896f70d125023dbc,2020-06-20T22:10:30Z,Mint,,
0x22d7510588d90ed5a87e0f838391aaafa707c34b,0xf582c0e85fae7696ef9ed047efd0a0f69e5d205fd45f2fb7b6186bb36b37e4a2,2020-06-20T22:10:30Z,Mint,,
0x22d7510588d90ed5a87e0f838391aaafa707c34b,0x161ce0ee09c00add127b0281f38ac464d02f1718b057918b321daa11837b3c79,2020-06-20T22:08:53Z,Mint,,
0x22d7510588d90ed5a87e0f838391aaafa707c34b,0x94bea79dc7b6cdff1f2c231e1175ca29a972762f1fed4b1343f3b73febe523e3,2020-06-20T22:08:40Z,Mint,,
0x22d7510588d90ed5a87e0f838391aaafa707c34b,0x856b8faa2bfcb037f5686d9af9c09c7e4f66eab2a98b4f9269a3b395df6a5119,2020-06-20T22:05:49Z,Mint,,
0x22d7510588d90ed5a87e0f838391aaafa707c34b,0x5213343259aefd2ef159121e37e2c692de26bd150dce6d232658317165bb048b,2020-06-19T15:49:44Z,Redeem,,
0x22d7510588d90ed5a87e0f838391aaafa707c34b,0xe13e34ca4ffa2463dbf0a5ab2033e1cdadbe0a33ef6b28d7e409e34520cda7f4,2020-06-17T14:54:48Z,Mint,,
0x24b3460622d835c56d9a4fe352966b9bdc6c20af,0x6a3bbfa96b5b1e581b849fba04f1344a2ad3801cc2b54b36210aac7d4ac40244,2020-11-11T20:03:52Z,Mint,,
0x26750f1f4277221bdb5f6991473c6ece8c821f9d,0x712d88a35b59c76b64096b45284ab438f437193ce28e7dfe3e3e3f9bf991f12d,2020-12-14T06:09:36Z,Mint,,
0x26750f1f4277221bdb5f6991473c6ece8c821f9d,0x805c1bf6823af6d3b1ef552d921190f1058a0c50528d35c5f07bdacd0be7a60f,2019-08-21T07:57:33Z,Mint,,5749701846610752
0x26750f1f4277221bdb5f6991473c6ece8c821f9d,0x805c1bf6823af6d3b1ef552d921190f1058a0c50528d35c5f07bdacd0be7a60f,2019-08-21T07:57:33Z,Mint,,60000000000000000
0x27f72a000d8e9f324583f3a3491ea66998275b28,0xa11b3441eaa85bfd8fbdd210d4b7c12892176030137219975fd7ff49022d492c,2020-11-06T20:23:33Z,Mint,,
0x2844658bf341db96aa247259824f42025e3bcec2,0x7f72718cbd9c7ec66229d04dfe55ff02d93be623f2d1328d5ef06448c4b0e738,2020-12-15T23:00:30Z,Mint,,
0x2a2fde3e1beb508fcf7c137a1d5965f13a17825e,0x779b2d93061c731e809896fcae26cbdce1bc40ccc8455aecea20eef99d5891ec,2020-11-01T01:57:18Z,Mint,,
0x3867d222ba91236ad4d12c31056626f9e798629c,0x3fffbd49fa8e0f40810da5e4fdd7f694d2726eba4096320128c4f7e2a461814a,2020-12-13T11:47:10Z,Mint,,
0x3a44be4581137019f83021eeee72b7dc57756069,0xd0b6db992ad492169d6280740a7e6993b37c1680ebe4df16db61385a92870d4b,2020-10-23T17:58:00Z,Mint,,
0x3e69ad05716bdc834db72c4d6d44439a7c8a902b,0xf6940ca619b3b3822ca89c5fc50cd24a6a76b96cffde125de54d9817dd78e321,2020-11-13T18:46:12Z,Mint,,
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x03a346cef2065bdf7ff192a3d30d3f98aca0cbe91221e1284ebe27e7fd86a01a,2025-04-27T17:43:11Z,DistributedBorrowerComp,,
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x03a346cef2065bdf7ff192a3d30d3f98aca0cbe91221e1284ebe27e7fd86a01a,2025-04-27T17:43:11Z,RepayBorrow,,
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x03a346cef2065bdf7ff192a3d30d3f98aca0cbe91221e1284ebe27e7fd86a01a,2025-04-27T17:43:11Z,LiquidateBorrow,,
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x03a346cef2065bdf7ff192a3d30d3f98aca0cbe91221e1284ebe27e7fd86a01a,2025-04-27T17:43:11Z,Redeem,,
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x03a346cef2065bdf7ff192a3d30d3f98aca0cbe91221e1284ebe27e7fd86a01a,2025-04-27T17:43:11Z,DistributedBorrowerComp,,
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x03a346cef2065bdf7ff192a3d30d3f98aca0cbe91221e1284ebe27e7fd86a01a,2025-04-27T17:43:11Z,RepayBorrow,,
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x03a346cef2065bdf7ff192a3d30d3f98aca0cbe91221e1284ebe27e7fd86a01a,2025-04-27T17:43:11Z,LiquidateBorrow,,
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x03a346cef2065bdf7ff192a3d30d3f98aca0cbe91221e1284ebe27e7fd86a01a,2025-04-27T17:43:11Z,Redeem,,
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x390e6c3bf7014faa13fc5bd32b0f09ba98922176755ff8a23341bec5536bc228,2025-02-15T11:12:11Z,DistributedBorrowerComp,,
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x390e6c3bf7014faa13fc5bd32b0f09ba98922176755ff8a23341bec5536bc228,2025-02-15T11:12:11Z,RepayBorrow,,
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x390e6c3bf7014faa13fc5bd32b0f09ba98922176755ff8a23341bec5536bc228,2025-02-15T11:12:11Z,LiquidateBorrow,,
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x390e6c3bf7014faa13fc5bd32b0f09ba98922176755ff8a23341bec5536bc228,2025-02-15T11:12:11Z,Redeem,,
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x94e80bab2780bb741a5f4718ce67d7658ad8ac9f463fc8751265522086af2c54,2025-02-06T07:10:35Z,DistributedBorrowerComp,,
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x94e80bab2780bb741a5f4718ce67d7658ad8ac9f463fc8751265522086af2c54,2025-02-06T07:10:35Z,RepayBorrow,,
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x94e80bab2780bb741a5f4718ce67d7658ad8ac9f463fc8751265522086af2c54,2025-02-06T07:10:35Z,LiquidateBorrow,,
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,0x94e80bab2780bb741a5f4718ce67d7658ad8ac9f463fc8751265522086af2c54,2025-02-06T07:10:35Z,Redeem,,
0x4814be124d7fe3b240eb46061f7ddfab468fe122,0xd186425dc867b4ed57be0b86ab154fee40e4507f2d676d528e9480ee00aa96ae,2021-03-28T15:06:51Z,Redeem,,
0x4814be124d7fe3b240eb46061f7ddfab468fe122,0xba818012a6d975fc3136a7aa17a7ab92e423e4f851f24b0c40deef5a5bdd0060,2021-03-28T15:03:28Z,Redeem,,
0x4814be124d7fe3b240eb46061f7ddfab468fe122,0x88f9e72716f3b8001b14f1e08c37d8cffc6fe2a03fb958f59711c422bae5a486,2021-01-04T18:46:06Z,Mint,,
0x4814be124d7fe3b240eb46061f7ddfab468fe122,0xd1b74dfac9ca5b61bc14c12ded15b2c6f5b7cf8d89f41a4c8492b37c933caf28,2020-12-26T22:11:36Z,Mint,,
0x4814be124d7fe3b240eb46061f7ddfab468fe122,0xe3d87cc3c59ec7ab04fab13a2a7acc9e48c4d4dedae7eb691dc78bf27e3a9da7,2020-12-26T22:08:06Z,Redeem,,
0x4814be124d7fe3b240eb46061f7ddfab468fe122,0xc68562728de83bd71b6cf97bfcfd3e5d852c964b94865ec8eaa591f06ee63d20,2020-12-17T16:29:39Z,Mint,,
0x4814be124d7fe3b240eb46061f7ddfab468fe122,0x270bb6ab42221985303e6a3fecb7a93d4147db2ec7e09fc842baa1b93be5b0ce,2020-12-15T15:53:34Z,Mint,,
0x4814be124d7fe3b240eb46061f7ddfab468fe122,0x298eb8017f13baa0cdffddd7f2a5941ca6afd6d1b587d0b7d55d2a8711d0372e,2020-12-14T18:15:35Z,Mint,,
0x4839e666e2baf12a51bf004392b35972eeddeabf,0xe751c54e2e3c9010c631cb3f9bbdfdb8f9419a58b03cd861b20a955eeb77cdde,2021-02-09T09:04:10Z,Redeem,,
0x4839e666e2baf12a51bf004392b35972eeddeabf,0x88b673c7d74e3cdaf79d9b6861b87a60afe85959ff56a115e733c9c9755e1417,2021-02-09T09:01:05Z,Redeem,,
0x4839e666e2baf12a51bf004392b35972eeddeabf,0x0c053dc9f2e726c573a21ae77290cc48698aad45dd5bd08a70c448c3d732a6e2,2020-12-29T17:46:39Z,Mint,,
0x4839e666e2baf12a51bf004392b35972eeddeabf,0xdf7e217c91157c6bbc0f74ecb3fcd8d928ea36f3a126402337c1b5c41a0265e2,2020-12-29T17:23:48Z,Mint,,
0x4839e666e2baf12a51bf004392b35972eeddeabf,0x09c8a7f8946acc01021c805816509a7162e430264501902c93facf3c37b3e21b,2020-12-29T17:22:50Z,Mint,,
0x4c4d05fe859279c91b074429b5fc451182cec745,0xf633aca0adfe4b70f606b6c8a368ebc7a6baa87762906c4831862c65097d1822,2020-12-17T22:27:43Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x0db01d875b432243fdabaaf8c89f0d760c03fec2ba927e0cc15bb9c0fbed412d,2021-07-03T13:05:05Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xc02f1efe42019986b952b88d0adc85a174db27a7a5c855e159702586943402d2,2021-05-05T21:58:31Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x34725ff60b0259894d29dfdd9d9ebfd36eda1e2a57530e00ff7634a55f4a1ad7,2021-05-05T21:55:45Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x34725ff60b0259894d29dfdd9d9ebfd36eda1e2a57530e00ff7634a55f4a1ad7,2021-05-05T21:55:45Z,Repay,,700079722812826702
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x34725ff60b0259894d29dfdd9d9ebfd36eda1e2a57530e00ff7634a55f4a1ad7,2021-05-05T21:55:45Z,ReserveUsedAsCollateralEnabled,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x34725ff60b0259894d29dfdd9d9ebfd36eda1e2a57530e00ff7634a55f4a1ad7,2021-05-05T21:55:45Z,ReserveUsedAsCollateralDisabled,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x5972df7bbb6bcc54d53f737023877e4310313b2a4ec6f6090710d7df2e8f2ebe,2021-05-05T21:48:17Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x5972df7bbb6bcc54d53f737023877e4310313b2a4ec6f6090710d7df2e8f2ebe,2021-05-05T21:48:17Z,Repay,,800968973
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x6b55ec5aac64583d2f348e0413aad1dc2888403a369ff5ccaf26977a45690ea8,2021-05-05T21:48:09Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x6b55ec5aac64583d2f348e0413aad1dc2888403a369ff5ccaf26977a45690ea8,2021-05-05T21:48:09Z,ReserveUsedAsCollateralDisabled,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x7b45b4a4e1f691f94849f4c02cf7ba33a65ed23361f590d6495e174f45871c6a,2021-04-29T23:44:53Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x7b45b4a4e1f691f94849f4c02cf7ba33a65ed23361f590d6495e174f45871c6a,2021-04-29T23:44:53Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x52e5a9cdfa6ddf5d758b748ae8f972ea7e37140f843450d480f6fc9e2100b606,2021-04-29T23:42:15Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x52e5a9cdfa6ddf5d758b748ae8f972ea7e37140f843450d480f6fc9e2100b606,2021-04-29T23:42:15Z,BorrowAllowanceDelegated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,115792089237316195423570985008687907853269984665640564039456884007913129639935
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x52e5a9cdfa6ddf5d758b748ae8f972ea7e37140f843450d480f6fc9e2100b606,2021-04-29T23:42:15Z,Mint,,100000000000000000
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x52e5a9cdfa6ddf5d758b748ae8f972ea7e37140f843450d480f6fc9e2100b606,2021-04-29T23:42:15Z,Borrow,,100000000000000000
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x4abc33dc872db2d714fb39406164ac198ad405735b0b9d2e87ee643b272d6196,2021-04-29T23:40:45Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x6cb63f2dd20e88f2842bdfe0a73b0fc5cd2ecde67c6b829fb45277c1ddd09d0f,2021-04-29T23:38:40Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x6cb63f2dd20e88f2842bdfe0a73b0fc5cd2ecde67c6b829fb45277c1ddd09d0f,2021-04-29T23:38:40Z,BorrowAllowanceDelegated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,115792089237316195423570985008687907853269984665640564039456984007913129639935
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x6cb63f2dd20e88f2842bdfe0a73b0fc5cd2ecde67c6b829fb45277c1ddd09d0f,2021-04-29T23:38:40Z,Mint,,200000000000000000
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x6cb63f2dd20e88f2842bdfe0a73b0fc5cd2ecde67c6b829fb45277c1ddd09d0f,2021-04-29T23:38:40Z,Borrow,,200000000000000000
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xfdcfa9678ca02d6c50df3502e05e5830dafd3700914fb231a76df449584cdc4b,2021-04-29T23:37:21Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xfdcfa9678ca02d6c50df3502e05e5830dafd3700914fb231a76df449584cdc4b,2021-04-29T23:37:21Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x0ebfff57620c2a5bdad28121e002a5cb51c3b5dd828a529bea686c54f8eb0140,2021-04-29T23:36:13Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x0ebfff57620c2a5bdad28121e002a5cb51c3b5dd828a529bea686c54f8eb0140,2021-04-29T23:36:13Z,BorrowAllowanceDelegated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,115792089237316195423570985008687907853269984665640564039457184007913129639935
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x0ebfff57620c2a5bdad28121e002a5cb51c3b5dd828a529bea686c54f8eb0140,2021-04-29T23:36:13Z,Mint,,200000000000000000
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x0ebfff57620c2a5bdad28121e002a5cb51c3b5dd828a529bea686c54f8eb0140,2021-04-29T23:36:13Z,Borrow,,200000000000000000
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x66cb5962fb557f66750aa0491e11a83f140bf9bc6d5e7aab4e3b7d4f9669b948,2021-04-29T23:35:26Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x66cb5962fb557f66750aa0491e11a83f140bf9bc6d5e7aab4e3b7d4f9669b948,2021-04-29T23:35:26Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x31a9aacabc8d58a49868758a61383c5c62b7b3c894bd5900193553a2947582db,2021-04-29T23:34:45Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x31a9aacabc8d58a49868758a61383c5c62b7b3c894bd5900193553a2947582db,2021-04-29T23:34:45Z,BorrowAllowanceDelegated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,115792089237316195423570985008687907853269984665640564039457384007913129639935
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x31a9aacabc8d58a49868758a61383c5c62b7b3c894bd5900193553a2947582db,2021-04-29T23:34:45Z,Mint,,200000000000000000
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x31a9aacabc8d58a49868758a61383c5c62b7b3c894bd5900193553a2947582db,2021-04-29T23:34:45Z,Borrow,,200000000000000000
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xdb4d5c3adfc3e9f4be92291fa935ca3b50f11b12cc7e21951613c7a4f2d0d2b4,2021-04-29T23:33:33Z,BorrowAllowanceDelegated,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,115792089237316195423570985008687907853269984665640564039457584007913129639935
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xe3acec6717a7fb1c8f944981db7d17e4fcf0d5ed275afaf755f046e2b896ccc9,2021-04-29T23:30:12Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xe3acec6717a7fb1c8f944981db7d17e4fcf0d5ed275afaf755f046e2b896ccc9,2021-04-29T23:30:12Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xe3acec6717a7fb1c8f944981db7d17e4fcf0d5ed275afaf755f046e2b896ccc9,2021-04-29T23:30:12Z,ReserveUsedAsCollateralEnabled,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x16b43573e45811b4a19d09ffc0781e55eaf5fae05ff43d400730d11394ebdf9f,2021-04-29T19:52:07Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x16b43573e45811b4a19d09ffc0781e55eaf5fae05ff43d400730d11394ebdf9f,2021-04-29T19:52:07Z,Mint,,800000000
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0x16b43573e45811b4a19d09ffc0781e55eaf5fae05ff43d400730d11394ebdf9f,2021-04-29T19:52:07Z,Borrow,,800000000
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xe6b35b77ca258031c651fbd0bb9f66e0d3a1faac653795eff72b13c9879ec3c8,2021-04-29T19:50:36Z,Mint,,
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,0xe6b35b77ca258031c651fbd0bb9f66e0d3a1faac653795eff72b13c9879ec3c8,2021-04-29T19:50:36Z,Mint,,
